"SnapshotId","Address","AuditType","ConnectionSystem","ConnectionType","DataStatus","DerivedEndpoints","IsPrivate","LastUpdated","ManagingOrganisationId","Name","ProductId","TemplateId","TimeOfChange"
"eba38f98-12a5-4fa3-b54f-de4a759a82bf","https://BARS-PROD-AC0.advanced.thirdparty.nhs.uk/fhirR4/api/bars","ALL","http://terminology.hl7.org/CodeSystem/endpoint-connection-type","BARS","0","[]","false","2026-02-10T09:27:31.818Z","c2a80caa-6fa5-415c-bd24-cda69e31333e","ELMS-Template","ELMS-01","b27b258c-31a1-4a50-97c2-7e6f97598fd3","2026-02-10T11:34:09.750Z"
"d83e329b-5406-4016-a694-426bd4f3143f","https://BARS-PROD-AC0.advanced.thirdparty.nhs.uk/fhirR4/api/bars","ALL","http://terminology.hl7.org/CodeSystem/endpoint-connection-type","BARS","0","[]","false","2026-02-09T11:20:23.523Z","c2a80caa-6fa5-415c-bd24-cda69e31333e","ELMS-Template","ELMS-01","b27b258c-31a1-4a50-97c2-7e6f97598fd3","2026-02-10T09:27:31.810Z"
"c5d24439-9079-47f9-a7d4-8c888ad8db94","https://BARS-PROD-AC0.advanced.thirdparty.nhs.uk/fhirR4/api","ALL","http://terminology.hl7.org/CodeSystem/endpoint-connection-type","BARS","0","[]","false","2026-02-10T11:34:09.763Z","c2a80caa-6fa5-415c-bd24-cda69e31333e","ELMS-Template","ELMS-01","b27b258c-31a1-4a50-97c2-7e6f97598fd3","2026-06-22T16:32:44.146Z"
"8e9d4b0f-a1a4-4b59-a2df-eeaffdea3e82","https://gbr01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbars-prod-ac0.advanced.thirdparty.nhs.uk%2FfhirR4%2Fapi&data=05%7C02%7Ccarl.death1%40nhs.net%7C8491b5efa0544be2522108de3735a865%7C37c354b285b047f5b22207b48d774ee3%7C0%7C0%7C639008900755756082%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=BDME5fslzVpFQlG4SkUd1En4M3pCqpZ88s8mQH5Vvis%3D&reserved=0","ALL","http://terminology.hl7.org/CodeSystem/endpoint-connection-type","BARS","0","[]","false","2025-12-09T16:28:37.122Z","0b16e5ab-75ec-43ea-9a37-d55ab46ba11e","IUC Clinical Assessment Service","2000168540","b7de5015-a167-4a28-80a7-08e22acdc82a","2025-12-09T16:43:29.899Z"
"658af17f-112d-4353-a73b-5754f513d22c","https://BARS-PROD-AC0.advanced.thirdparty.nhs.uk/fhirR4/api","ALL","http://terminology.hl7.org/CodeSystem/endpoint-connection-type","BARS","0","[]","false","2025-12-09T16:56:02.746Z","c2a80caa-6fa5-415c-bd24-cda69e31333e","ELMS-Template","ELMS-01","b27b258c-31a1-4a50-97c2-7e6f97598fd3","2026-02-09T11:20:23.503Z"
